"私はイギリスの留学生です。","我是英国留学生","unlearned"
"彼らはアメリカ人ではありません。","他们不是美国人","unlearned"
"彼の名前は黄で、王ではありません。","他姓黄，不姓王。","unlearned"
"張教授は物理を研究します。","张教授研究物理","unlearned"
"私たちは毎日太極拳をします。","我们每天打太极拳","unlearned"
"これは広東料理です。","这是广东菜","unlearned"
"これは彗星ペンで、油性ペンではありません。","这是水性笔，不是油性笔。","unlearned"
"あれは大阪駅ではなく、新大阪駅です。","那不是大阪车站，是新大阪车站。","unlearned"
"これは月餅です。","这是月饼","unlearned"
"月餅はこれです。","月饼是这个","unlearned"
"それは私の家にあります。","那个在我家","unlearned"
"私はこれが欲しい。","我要这个","unlearned"
"魯迅は文学家であり、思想家でもあった。","鲁迅是文学家，也是思想家","unlearned"
"李さんも一人っ子です。","小李也是独生子女","unlearned"
"張さんは英語も教えています。","小张也教英语","unlearned"
"私の眼鏡","我的眼镜","unlearned"
"私の腕時計","你的手表","unlearned"
"かれのノートパソコン","他的笔记本电脑","unlearned"
"図書館の本","图书馆的书","unlearned"
"博物館の展示品","博物馆的展品","unlearned"
"ファストフード店のメニュー","快餐店的菜单","unlearned"
"私たちの学校","咱们学校","unlearned"
"私たちの会社","我们公司","unlearned"
"私の母","我妈妈","unlearned"
"私の兄","你哥哥","unlearned"
"あなたは広東人ですか？私は広東人ではなく、福建人です。","你是广东人吗？我不是广东人，我是福建人","unlearned"
"あなたは中国の留学生ですか？いいえ、私は韓国の留学生です。","你是中国留学生吗？不是我是韩国留学生","unlearned"
"あなたはかれの誕生日パーティーに参加しますか？参加します。","你参加他的生日聚会吗？我参加","unlearned"
"冷蔵庫の中にコーラがあります、自分で取ってください。","冰箱里有可乐，你自己拿","unlearned"
"東南アジアには冬がない","东南亚没有冬季","unlearned"
"明日パーティーがある。","明天有联欢会","unlearned"
"私には兄弟姉妹がいない。","我没有兄弟姐妹","unlearned"
"Aの東の方にはBがあり、西の方にはCがある。","A东边儿是B，西边儿是C","unlearned"
"南の方には山が、北の方には川がある。","南面有山，北面有河","unlearned"
"本棚の上にほこりがあり、机の上にも灰がある。","书架上有灰，桌子上也有灰。","unlearned"
"駅の中にはATMがない。","车站里没有自动取款机","unlearned"
"彼はオリンピック競技が見たい。","他想看奥运比赛","unlearned"
"私は休みたい、出かけたくない。","我想休息，不想出门","unlearned"
"誰があなたたちのクラスの担任ですか？","谁是你们的班主任？","unlearned"
"これは誰の携帯番号ですか？","这是谁的手机号码？","unlearned"
"あなたは何を食べたいですか？","你想吃什么？","unlearned"
"あなたはどんなお茶を飲みたいですか？","你喝什么茶？","unlearned"
"機能の積雪は何センチメートルありましたか？","昨天的积雪有几厘米？","unlearned"
"あなたは何年生ですか？","你是几年级的学生？","unlearned"
"京都と奈良は日本の古都です。","京都和奈良是日本的古都","unlearned"
"彼女は音楽と文学を好む。","她热爱音乐和文学","unlearned"
"私は北京、天津、西安と広東省にいく。","我去北京、天津、西安和广州。","unlearned"
"6時29分","六点二十九","unlearned"
"今何時？","现在几点？","unlearned"
"2時15分","两点一刻","unlearned"
"１２時半","十二点半","unlearned"
"5時45分","五点三刻","unlearned"
"9時55分","差五分十点","unlearned"
"2時03分","两点零三分","unlearned"
"今日は何曜日？","今天星期几？","unlearned"
"今日は何月何日？","今天几月几号？","unlearned"
"坊や、あなたは何歳？８歳。","小朋友，你几岁？八岁。","unlearned"
"私はビールが欲しい。何本？","我要啤酒。要几瓶。","unlearned"
"今日は何月何日？１２月２８日。","今天几月几号？十二月二十八号。","unlearned"
"大学の中にはコンビニがない。","大学里没有便利店。","unlearned"
"あなたの専門は何ですか？","你的专业是什么？","unlearned"
"今日は水曜日ではなく、木曜日です。","今天不是星期三，是星期四。","unlearned"
"教室の中には人がいない。","教室里没有人。","unlearned"
"木曜日の朝あなたは授業がありますか？","星期四早上你有课吗？","unlearned"
"あなたには兄弟姉妹がいますか？","你有兄弟姐妹吗？","unlearned"
"彼は誰ですか？彼は私の兄です。","他是谁？他是我哥哥。","unlearned"
"あなたの誕生日は何月何日ですか？","你的生日是几月几号？","unlearned"
"明日あなたは何時から授業ですか？","明天你几点上课？","unlearned"
"あなたたちの大学の図書館の東の方には何がありますか？","你们大学图书馆的东边儿有什么？","unlearned"
"東京ディズニーランドは千葉県にあります。","东京迪士尼乐园在千叶县。","unlearned"
"鍵はカバンの中にある。","钥匙在书包里。","unlearned"
"李さんは教室にいない。","小李不在教室","unlearned"
"私の家はあそこにある。","我家在那儿。","unlearned"
"ここにはエレベーターがない。","这儿没有电梯","unlearned"
"トイレはどこにありますか？","洗手间在哪儿？","unlearned"
"私が彼の携帯を持っていると伝えてください。","你告诉他，他的手机在我这儿","unlearned"
"王さんのところに風邪薬があります、いりますか？","小王那儿有感冒药，你要吗？","unlearned"
"私は撮影クラブに参加しました、あなたは？","我参加摄影社团，你呢？","unlearned"
"私は申年です、あなたは？","我属猴儿，你呢？","unlearned"
"私の携帯電話はどこ？","我的手机呢？","unlearned"
"ワンピースを着た女の子は私のいとこです。","穿连衣裙的女孩子是我的表妹。","unlearned"
"彼らはコンピュータプログラムを創作するプログラマです。","他们是编写电脑程序的工程师","unlearned"
"私はボランティアをしに行く。","我去做志愿者。","unlearned"
"私は図書館に本を返しに行く。","我去图书馆还书。","unlearned"
"私はメールを送って彼に伝える。","我发邮件告诉他。","unlearned"
"彼らは注射をしてインフルエンザを予防する。","他们打针预防流感。","unlearned"
"明日私たちはAに行き遊びましょう。","明天咱们去A玩儿吧。","unlearned"
"私たちはカラオケを歌いに行きましょう、どうですか？","咱们去唱卡拉OK吧，怎么样？","unlearned"
"今日私は野球の試合を見に行きたくない。","今天我不想去看棒球比赛。","unlearned"
"私たちは来月北京に旅行しに行きましょう。","咱们下个月去北京旅游吧。","unlearned"
"明日の午後あなたは授業がありますか？","明天下午你有课吗？","unlearned"
"今日の夜私たちは一緒にご飯を作りましょう。","今天晚上咱们一起做饭吧。","unlearned"
"明日の授業後私たちは一緒に渋谷に晩御飯を食べに行きましょう。","明天下了课咱们一起去涩谷吃晚饭吧。","unlearned"
"私は昨日２本映画を見た。","我昨天看了两部电影。","unlearned"
"彼は帰納の夜１本の蒸留酒を飲んだ。","他昨天晚上喝了一瓶白酒。","unlearned"
"私は去年ディズニーランドに行っていない。","我去年没去迪士尼乐园。","unlearned"
"あなたはあれが要りますか？私はこれが要ります。","你要那个？我要这个。","unlearned"
"あなたの荷物はこれですか？これではありません、あれです。","你的行李是这个吗？不是这个，是那个。","unlearned"
"私のパソコンは古く、あなたのパソコンは新しい。","我的电脑旧，你的电脑新。","unlearned"
"Aはとてもにぎわっている。","A非常热闹。","unlearned"
"暑い辞書は高く、薄いものは安い。","厚的词典贵，薄的便宜。","unlearned"
"青海には美しいAと有名なBがある。","青海有美丽的A和著名的B。","unlearned"
"今日１つの良い知らせがあった。","今天有一个好消息。","unlearned"
"私の父方の祖父は毎日朝公演をジョギングする。","我爷爷每天早上在公园里跑步","unlearned"
"今、この種類のスマートフォンは中国で流行っている。","现在这种智能手机在中国很流行","unlearned"
"私たちは１０分間休憩しましょう。","咱们休息十分钟吧。","unlearned"
"彼らは午後中バドミントンをしている。","他们打了一个下午羽毛球","unlearned"
"彼らはみな西安人です。","他们都是西安人","unlearned"
"私は中国料理、イタリア料理、日本料理のどれも好んで食べます。","中国菜、意大利菜和日本菜，我都喜欢吃。","unlearned"
"ママ、ゆーしゃんろーすーはどうやって作るの？","妈妈，鱼香肉丝怎么做？","unlearned"
"こんにちは、おたずねしますが天安門まではどうやって行きますか？","您好，请问天安门怎么走？","unlearned"
"あなたはどうやってきましたか？私はタクシーに乗ってきました。","你是怎么来的？我是打车来的。","unlearned"
"あなたは今日Aにつきましたか？いいえ、機能付きました。","你今天到的A吗？不是，是前天到的。","unlearned"
"あなたはどこで広東語を学びましたか？香港で学びました。","你在哪儿学的广东话？我在香港学的。","unlearned"
"彼の携帯番号はなに？","他的手机号码是多少?","unlearned"
"あなたたちの大学には何人留学生がいますか？","你们大学有多少留学生？","unlearned"
"本棚の上には何冊本がありますか？","书架上有多少本书？","unlearned"
"チェン先生は５つの外国語を話すことができる。","陈老师会说五种外语。","unlearned"
"彼はハーモニカを吹くことができない。","他不会吹口琴。","unlearned"
"張さんは買い物が上手だ。","小张很会买东西。","unlearned"
"私は本場の四川料理を食べたことがある。","我吃过正宗的川菜。","unlearned"
"私はA博物院に行ったことがない。","我没去过A博物院。","unlearned"
"私たちはまず美術館に見物に行き、そのあとで昼食を食べましょう。","咱们先去参观美术馆，然后再去吃午餐吧。","unlearned"
"私は明日まず銀行に行き、次にあなたを尋ねにあなたの家に行きます、どうですか？","我明天先去银行再去你家找你，怎么样？","unlearned"
"もう１度話してもらえませんか？","请再说一遍，好吗？","unlearned"
"また明日来てください。","欢迎你明天再来。","unlearned"
"２万２００","两万零二百","unlearned"
"２万２０００","两万二千","unlearned"
"２万２","两万两","unlearned"
"２万１","两万零一","unlearned"
"101","一百零一","unlearned"
"111","一百一十一","unlearned"
"202","二百零二","unlearned"
"2011","两千零一十一","unlearned"
"１５元３角２分（話し言葉）","十五块三毛二分钱","unlearned"
"１５块３毛２分（書き言葉）","十五元三角二分钱","unlearned"
"5元３毛（話し言葉）","五块三","unlearned"
"5元３分（話し言葉）","五块零三分","unlearned"
"春になって、天気が暖かくなった。","春天到了，天气暖和了。","unlearned"
"既に八時になった、私たちは早く晩御飯を食べに行きましょう。","已经八点了，咱们快去吃晚饭吧。","unlearned"
"私はもう４杯も食べている、満腹になった。","我吃了四碗了，吃饱了。","unlearned"
"彼の肺炎はついによくなった。","他的肺炎终于治好了。","unlearned"
"見てはっきりしたが、あの人は李さんではない。","我看清楚了，那个人不是小李。","unlearned"
"あなたが先ほど話した話を私は理解していません。","你刚才说的话，我没听懂。","unlearned"
"王様は厨房に走って戻り、中華包丁を持ってきた。","老王跑回厨房，拿了一把菜刀来。","unlearned"
"彼はノートを取り出し、署名と出版社を書き下した。","他掏出小本儿，记下了书名和出版社。","unlearned"
"夏休みになったら、私は上海旅行に行くつもりだ。","放了暑假我要去上海旅游。","unlearned"
"あなたはコーヒーに砂糖を入れたいですか？","咖啡你要加糖吗？","unlearned"
"私は忙しい、時間を無駄にしたくない。","我很忙，不想浪费时间。","unlearned"
"明日、私はママと一緒にAにマチをぶらつきに行きます。","明天我和妈妈一起去A逛街。","unlearned"
"このことについて私は両親と相談したくない。","这件事我不想和父母商量。","unlearned"
"あなたは上海料理が好きですか？","你喜欢不喜欢吃上海菜?","unlearned"
"あなたは普段辛い料理を食べますか？","你平时吃不吃辣的菜？","unlearned"
"中国語を学ぶことは難しいですか？","学汉语难不难？","unlearned"
"日本の道はとてもきれいです。","日本的街道太干净了。","unlearned"
"あなたの夜更かしの習慣はとてもよくない。","你熬夜的习惯太不好了。","unlearned"
"この会の物理試験はあまり難しくなく、私は９２分で解き終わった。","这次的物理考试不太难，我考了九十二分。","unlearned"
"１分間","一分钟","unlearned"
"２分間","两分钟","unlearned"
"１０分間","十分钟","unlearned"
"半時間","半个小时","unlearned"
"２時間","两个小时","unlearned"
"半日","半天","unlearned"
"１日","一天","unlearned"
"１週間","一个星期","unlearned"
"ひと月","一个月","unlearned"
"一年","一年","unlearned"
"私たちは十分間休む。","咱们休息十分钟","unlearned"
"彼は三年日本語を学んだ。","他学了三年日文","unlearned"
"私は彼を１時間待った。","我等了他一个钟头。","unlearned"
"A、彼は小林です。","A，这位是小林","unlearned"
"小林、彼はAです。","小林、这位是A","unlearned"
"彼女も桃郷大学の学生です。","她也是桃乡大学的学生","unlearned"
"こんにちは。あなたの名前は林ですか？","你好。你姓林妈？","unlearned"
"私の名前は林ではなく、小林です。","我不姓林，姓小林.","unlearned"
"小林は研修学部の日本人留学生です。","小林是进修学院的日本留学生","unlearned"
"これは私の名詞です、よろしくお願いします。","这是我的名片，请多指教。","unlearned"
"ありがとう、私は外語学院の二年生の学生です。","谢谢，我是外语学院二年级的学生。","unlearned"
"A、学校の中に果物屋はありますか？","A，学校里有水果店吗？","unlearned"
"あります。何を買いたいのですか？","有哇。你想买什么？","unlearned"
"私は苺とバナナが買いたいです。","我想买草莓和香蕉。","unlearned"
"日曜日果物屋は開いていますか？","星期天水果店开门吗？","unlearned"
"空いています。朝の八時に開店、夜の七時に閉店します。","开呀。早上八点开门，晚上七点关门。","unlearned"
"それでは私はもういきます。夜私は選択科目があり、時間がないのです。","那我现在去。晚上我有选修课，没有时间。","unlearned"
"なんの授業？何時に始まる？","什么课？几点上课？","unlearned"
"生活の中の経済学です。夜６時半に始まります。","生活里的经济学。晚上六点半上课。","unlearned"
"もしもし、小林、あなたはどこですか？","喂，小林，你在哪儿？","unlearned"
"私は図書館にいます。あなたは？","我在图书馆里。你呢？","unlearned"
"私は学校に戻る車の中です。今日のお昼あなたは宿舎に戻って飯を作りますか？","我在回学校的车上。今天中午你回宿舍做饭。","unlearned"
"私は今日ご飯を作りたくありません、食堂に食べに行きたいです。","我今天不想做饭，想去食堂吃。","unlearned"
"それでは私たちは一緒に食堂に餃子を食べに行きましょう。","那咱们一起去食堂吃饺子吧。","unlearned"
"いいですよ。食堂の中には餃子もありますか？","好啊。食堂里也有饺子吗？","unlearned"
"あります。三階の教師食堂のとなりにある餃子のカウンターで買います。","有哇。买饺子的窗口在三楼，教师餐厅旁边儿。","unlearned"
"それでは私たちは１２時に会いましょう。","那咱们十二点见吧。","unlearned"
"今日私は万松書院という書店を見つけました。","今天我发现了一家书店，叫万松书院。","unlearned"
"あなたたちは知っていますか？","你们知道吗？","unlearned"
"知りません。どの辺にありますか？","不知道。在什么地方？","unlearned"
"私は知っています。その書店は有名です。京北大学の東の方にあります。","我知道。那家书店很有名。在京北大学东边儿。","unlearned"
"その通り、書店の2階には1軒のブックカフェがあり、環境がとても良いです。","对，书店的楼上有一家书吧，环境非常好。","unlearned"
"私は一杯のコーヒーを注文し、そこで２時間本を読みました。","我点了一杯咖啡，在那儿看了两个小时书。","unlearned"
"私は先週そこで多くの安い中古本を買いました。","我上个星期在那儿买了很多便宜的二手书。","unlearned"
"小林、珍しく３日間休みになったのに、あなたは遊びに行かなかったのですか？","小林，难得放了三天假，你没去玩儿?","unlearned"
"本屋をぶらつくことも遊びですよ。","逛书店也是玩儿啊。","unlearned"
"あなたたちはみな良い学生です。","你们都是好学生。","unlearned"
"あなたたち見て、私は１足の新しいバドミントンシューズを買いました。","你们看，我买了一双新的羽毛球鞋。","unlearned"
"本当にかっこいいね！どこで買ったのだ？いくら使った？","真酷！在哪儿买的？花了多少钱？","unlearned"
"ウェブサイトで買ったのだ。高くはなく、２００元あまりだ。","在网上买的。不贵，二百多块。","unlearned"
"A、あなたはバドミントンができるのですか？","A，你会打羽毛球吗？","unlearned"
"もちろんできます。あなたは私がバドミントンをしているところを見たことがないのですか？","当然会。你没看过我打羽毛球吗？","unlearned"
"見たことがないです。","没看过。","unlearned"
"A、私も１足買いたいです。どうやって買いますか？","A，我也想买一双。怎么买？","unlearned"
"このウェブサイトに行き、まずアカウントを作り、次に解体商品を選びます。","你上这个网站，先注册一个账号。再选择想要的商品。","unlearned"
"A、近いうちに私は小林を打ちに誘います、あなたは観戦に着ましょう。","A，改天我约小林打球，你来观战吧。","unlearned"
"ああ、今月の携帯容量を使い切った。","哎呀，这个月的手机流量都用完了。","unlearned"
"あなたは既に２時間遊んでいます。","你已经玩儿了两个小时了。","unlearned"
"携帯を下において、ほんのしばらく休みましょう。","放下手机，休息一会儿吧。","unlearned"
"あなたの言う通りにしましょう。","听你的。","unlearned"
"そうだ、小林、明日私は友達とバドミントンをしにいくつもりです、あなたは参加しますか？","对了，小林，明天我要和朋友打羽毛球，你参加不参加？","unlearned"
"とても都合が悪いです、私は西安に１人の友達に会いに行く予定です。","太不巧了，我要去西安见一个朋友。","unlearned"
"そうですか。それでは次の機会にしましょう。","是吗。那下次吧。","unlearned"
"チケットはちゃんと買っていますか？","票买好了吗？","unlearned"
"ちゃんと買っています、ホテルもちゃんと予約しています。","买好了，宾馆也订好了。","unlearned"
"西安についたら、あなたはどうやって行くか知っていますか？","到了西安你知道怎么走吗？","unlearned"
"安心してください。私の友達が彼が空港に着いたら私を迎えると言っています。","你放心。我朋友说他到机场接我。","unlearned"
"それではあなたの道中の無事を祈ります。","那祝你一路平安。","unlearned"
